,short_name,latest_market_value,highest_market_value,current_club,position,main_position,secondary_position,age,height,league_country,foot,player_agent,outfitter,league,on_loan_from,contract_expires,appearances,goals,assists,yellow,second_yellow,red,minutes_played,goals_conceded,clean_sheets,last_appearances,last_goals,last_yellow,last_second_yellow,last_red,last_goals_conceded,last_clean_sheets,last_assists,last_minutes_played,country,country_2
103,Victor LindelÃ¶f,30800000.0,38500000.0,Manchester United,Defender - Centre-Back,Centre-Back,1,26.0,1.87,England,right,HCM Sports Management,unknown,Premier League,0,30.06.2024,47,1,1,6,0,0,4108,0,0,40,1,3,0,0,0,0,1,3502,Sweden,0
104,Eric Bailly,19250000.0,38500000.0,Manchester United,Defender - Centre-Back,Centre-Back,0,26.0,1.87,England,right,Promoesport,Puma,Premier League,0,30.06.2022,12,0,0,2,0,0,780,0,0,18,0,1,0,1,0,0,0,1123,Cote d'Ivoire,0
105,Chris Smalling,17600000.0,22000000.0,Manchester United,Defender - Centre-Back,Centre-Back,1,30.0,1.94,England,right,Omni-Sports,Nike,Premier League,0,30.06.2022,37,3,2,4,0,0,3196,0,0,34,1,2,0,0,0,0,0,3028,England,0
106,Marcos Rojo,8800000.0,20900000.0,Manchester United,Defender - Centre-Back,Centre-Back,1,30.0,1.86,England,left,Stellar Football Ltd,Nike,Premier League,0,30.06.2021,10,0,1,2,0,0,738,0,0,8,0,2,0,0,0,0,0,355,Argentina,0
107,Axel Tuanzebe,8800000.0,11000000.0,Manchester United,Defender - Centre-Back,Centre-Back,1,22.0,1.84,England,right,Unique Sports Management,unknown,Premier League,0,30.06.2022,11,0,0,0,0,0,701,0,0,31,0,0,0,0,0,0,1,2664,England,1
108,Phil Jones,7700000.0,22000000.0,Manchester United,Defender - Centre-Back,Centre-Back,1,28.0,1.85,England,right,Wasserman,adidas,Premier League,0,30.06.2023,8,1,0,2,0,0,562,0,0,24,0,1,0,0,0,0,1,1713,England,0
110,Luke Shaw,24200000.0,33000000.0,Manchester United,Defender - Left-Back,Left-Back,1,25.0,1.81,England,left,Stellar Football Ltd,adidas,Premier League,0,30.06.2023,33,1,3,9,0,0,2526,0,0,40,1,14,0,0,0,0,5,3582,England,0
111,Brandon Williams,12100000.0,13200000.0,Manchester United,Defender - Left-Back,Left-Back,1,19.0,1.82,England,right,YMU Group,Puma,Premier League,0,30.06.2024,42,1,7,11,1,0,2979,0,0,26,3,4,0,1,0,0,5,1956,England,0
112,Aaron Wan-Bissaka,44000000.0,44000000.0,Manchester United,Defender - Right-Back,Right-Back,1,22.0,1.83,England,right,Unique Sports Management,adidas,Premier League,0,30.06.2024,46,0,4,9,0,0,4047,0,0,39,0,4,0,1,0,0,4,3473,England,1
113,Diogo Dalot,13200000.0,22000000.0,Manchester United,Defender - Right-Back,Right-Back,1,21.0,1.83,England,right,Proeleven GestÃ£o Desportiva,Nike,Premier League,0,30.06.2023,11,1,0,1,0,0,577,0,0,25,0,4,0,0,0,0,3,1695,Portugal,0
114,Timothy Fosu-Mensah,6930000.0,7700000.0,Manchester United,Defender - Right-Back,Right-Back,1,22.0,1.9,England,right,Base Soccer Agency Ltd,unknown,Premier League,0,30.06.2021,8,0,0,1,0,0,381,0,0,13,0,3,0,0,0,0,0,884,Netherlands,1
115,Ethan Laird,1980000.0,2200000.0,Manchester United U23,Defender - Right-Back,Right-Back,1,19.0,1.77,England,right,Stellar Football Ltd,unknown,Premier League,0,30.06.2023,15,1,3,3,0,0,1194,0,0,16,2,3,0,0,0,0,8,1217,England,0
116,Nemanja Matic,17600000.0,44000000.0,Manchester United,Midfielder - Defensive Midfield,Defensive Midfield,1,32.0,1.94,England,left,Universal Sports Group,Puma,Premier League,0,30.06.2023,34,1,3,2,1,0,2560,0,0,38,1,11,1,0,0,0,0,3337,Serbia,1
117,James Garner,2970000.0,3300000.0,Manchester United U23,Midfielder - Defensive Midfield,Defensive Midfield,1,19.0,1.82,England,right,Triple S Sports,unknown,Premier League,0,30.06.2022,18,9,1,2,0,0,1370,0,0,25,2,5,0,0,0,0,1,2098,England,0
118,Paul Pogba,88000000.0,110000000.0,Manchester United,Midfielder - Central Midfield,Central Midfield,1,27.0,1.91,England,both,Mino Raiola,adidas,Premier League,0,30.06.2021,22,1,4,2,0,0,1608,0,0,47,16,6,1,0,0,0,11,4012,France,0
119,Scott McTominay,24750000.0,30800000.0,Manchester United,Midfielder - Central Midfield,Central Midfield,1,23.0,1.9,England,right,Samii Sport-Marketing Agentur,Nike,Premier League,0,30.06.2025,37,5,1,4,0,0,2453,0,0,22,2,1,0,0,0,0,0,1224,Scotland,1
120,Fred,19250000.0,55000000.0,Manchester United,Midfielder - Central Midfield,Central Midfield,1,27.0,1.69,England,left,Special1Agency,unknown,Premier League,0,30.06.2023,48,2,4,12,0,0,3545,0,0,25,1,3,0,0,0,0,1,1593,Brazil,0
121,Bruno Fernandes,77000000.0,77000000.0,Manchester United,Midfielder - Attacking Midfield,Attacking Midfield,1,25.0,1.83,England,right,MRP.POSITIONUMBER,Nike,Premier League,0,30.06.2025,50,27,22,14,1,0,4306,0,0,53,32,16,0,0,0,0,18,4688,Portugal,0
122,Andreas Pereira,17600000.0,22000000.0,Manchester United,Midfielder - Attacking Midfield,Attacking Midfield,1,24.0,1.78,England,right,Sports Invest UK ltd,Nike,Premier League,0,30.06.2023,40,2,4,4,0,0,2267,0,0,23,1,5,0,0,0,0,1,951,Brazil,1
123,Juan Mata,10450000.0,49500000.0,Manchester United,Midfielder - Attacking Midfield,Attacking Midfield,1,32.0,1.7,England,left,JM10 SPORT,adidas,Premier League,0,30.06.2021,37,3,7,1,0,0,1939,0,0,32,6,3,0,0,0,0,4,1779,Spain,0
124,Marcus Rashford,88000000.0,88000000.0,Manchester United,Forward - Left Winger,Left Winger,1,22.0,1.85,England,right,Relatives,Nike,Premier League,0,30.06.2023,44,22,11,4,0,0,3473,0,0,47,13,6,0,1,0,0,9,3291,England,0
125,Daniel James,20900000.0,30800000.0,Manchester United,Forward - Left Winger,Left Winger,1,22.0,1.7,England,right,Stellar Football Ltd,adidas,Premier League,0,30.06.2024,46,4,7,4,0,0,3005,0,0,38,5,2,0,0,0,0,10,2815,Wales,1
126,Jesse Lingard,19250000.0,44000000.0,Manchester United,Forward - Right Winger,Right Winger,1,27.0,1.74,England,right,unknown,adidas,Premier League,0,30.06.2021,40,4,2,5,0,0,1888,0,0,36,5,6,0,0,0,0,4,2201,England,0
127,Anthony Martial,63800000.0,71500000.0,Manchester United,Forward - Centre-Forward,Centre-Forward,1,24.0,1.83,England,right,USFA Management,Nike,Premier League,0,30.06.2024,48,23,12,1,0,0,3566,0,0,38,12,3,0,0,0,0,3,2327,France,1
128,Mason Greenwood,49500000.0,49500000.0,Manchester United,Forward - Centre-Forward,Centre-Forward,1,18.0,1.81,England,both,unknown,Nike,Premier League,0,30.06.2023,51,19,5,0,0,0,2744,0,0,30,26,2,0,0,0,0,8,2399,England,0
129,Odion Ighalo,5720000.0,13200000.0,Manchester United,Forward - Centre-Forward,Centre-Forward,0,31.0,1.83,England,right,Emefie Aneke Atta,Nike,Premier League,1,31.01.2021,19,5,1,0,0,0,599,0,0,19,10,2,0,0,0,0,0,1351,Nigeria,1
130,Hugo Lloris,15950000.0,33000000.0,Tottenham Hotspur,Goalkeeper,Goalkeeper,0,33.0,1.88,England,left,unknown,Nike,Premier League,0,30.06.2022,27,0,0,0,0,0,2348,37,6,44,0,0,0,1,48,16,0,3949,France,0
131,Paulo Gazzaniga,3080000.0,3850000.0,Tottenham Hotspur,Goalkeeper,Goalkeeper,0,28.0,1.95,England,right,Latchezar Tanev,adidas,Premier League,0,30.06.2022,25,0,0,1,0,0,2242,33,5,11,0,0,0,0,10,4,0,990,Argentina,1
132,Joe Hart,2640000.0,26400000.0,Tottenham Hotspur,Goalkeeper,Goalkeeper,0,33.0,1.96,England,right,unknown,unknown,Premier League,0,30.06.2022,3,0,0,0,0,0,270,7,0,21,0,1,0,0,41,6,0,1920,England,0
134,Davinson SÃ¡nchez,52800000.0,66000000.0,Tottenham Hotspur,Defender - Centre-Back,Centre-Back,0,24.0,1.87,England,right,Villarreal & Schena,Nike,Premier League,0,30.06.2024,39,0,0,6,0,0,3269,0,0,37,1,5,0,0,0,0,1,3022,Colombia,0
135,Toby Alderweireld,26400000.0,44000000.0,Tottenham Hotspur,Defender - Centre-Back,Centre-Back,1,31.0,1.86,England,right,Stirr Associates,Nike,Premier League,0,30.06.2023,42,2,2,8,0,0,3768,0,0,50,0,5,0,0,0,0,0,4363,Belgium,0
136,Juan Foyth,14850000.0,16500000.0,Tottenham Hotspur,Defender - Centre-Back,Centre-Back,1,22.0,1.87,England,right,Primotempo,adidas,Premier League,0,30.06.2022,7,0,0,1,0,0,262,0,0,17,1,4,0,1,0,0,0,1258,Argentina,1
137,Japhet Tanganga,7920000.0,8800000.0,Tottenham Hotspur,Defender - Centre-Back,Centre-Back,1,21.0,1.84,England,right,RDF Football,unknown,Premier League,0,30.06.2025,13,0,0,3,0,0,1132,0,0,21,0,2,1,1,0,0,1,1753,England,1
138,Cameron Carter-Vickers,2200000.0,2750000.0,Tottenham Hotspur,Defender - Centre-Back,Centre-Back,0,22.0,1.83,England,right,Sports Empire group86,unknown,Premier League,0,30.06.2021,31,0,1,4,0,0,2573,0,0,33,0,5,0,0,0,0,0,2472,United States,1
139,Ben Davies,19250000.0,27500000.0,Tottenham Hotspur,Defender - Left-Back,Left-Back,1,27.0,1.81,England,left,Stellar Football Ltd,adidas,Premier League,0,30.06.2024,22,0,1,7,0,0,1792,0,0,40,0,2,0,0,0,0,1,2709,Wales,0
140,Danny Rose,17600000.0,33000000.0,Tottenham Hotspur,Defender - Left-Back,Left-Back,1,30.0,1.73,England,left,Base Soccer Agency Ltd,Nike,Premier League,0,30.06.2021,29,0,2,8,0,0,2284,0,0,37,0,8,0,0,0,0,5,2564,England,1
141,Serge Aurier,17600000.0,22000000.0,Tottenham Hotspur,Defender - Right-Back,Right-Back,1,27.0,1.76,England,right,unknown,Nike,Premier League,0,30.06.2022,42,2,8,2,1,0,3546,0,0,17,2,2,0,0,0,0,3,1358,Cote d'Ivoire,0
142,Eric Dier,22000000.0,44000000.0,Tottenham Hotspur,Midfielder - Defensive Midfield,Defensive Midfield,1,26.0,1.88,England,right,unknown,Nike,Premier League,0,30.06.2024,30,0,2,6,0,0,2130,0,0,28,3,5,0,0,0,0,0,1928,England,1
143,Tanguy NdombÃ©lÃ©,49500000.0,71500000.0,Tottenham Hotspur,Midfielder - Central Midfield,Central Midfield,1,23.0,1.81,England,right,unknown,adidas,Premier League,0,30.06.2025,29,2,4,4,0,0,1446,0,0,49,3,3,0,0,0,0,8,3878,France,1
144,Giovani Lo Celso,44000000.0,55000000.0,Tottenham Hotspur,Midfielder - Central Midfield,Central Midfield,1,24.0,1.77,England,left,unknown,Puma,Premier League,0,30.06.2025,37,2,3,8,0,0,2152,0,0,46,16,10,1,0,0,0,6,3497,Argentina,1
145,Harry Winks,30800000.0,44000000.0,Tottenham Hotspur,Midfielder - Central Midfield,Central Midfield,1,24.0,1.78,England,right,YMU Group,adidas,Premier League,0,30.06.2024,41,0,0,11,0,0,3074,0,0,41,1,5,0,0,0,0,0,2717,England,0
146,Pierre-Emile HÃ¶jbjerg,22000000.0,22000000.0,Tottenham Hotspur,Midfielder - Central Midfield,Central Midfield,1,25.0,1.85,England,right,Pinhas Zahavi,adidas,Premier League,0,30.06.2025,38,0,1,5,0,0,3200,0,0,33,4,7,1,1,0,0,4,2944,Denmark,1
147,Moussa Sissoko,22000000.0,27500000.0,Tottenham Hotspur,Midfielder - Central Midfield,Central Midfield,1,31.0,1.87,England,right,unknown,adidas,Premier League,0,30.06.2023,35,2,2,8,0,0,2873,0,0,44,0,5,0,0,0,0,4,3403,France,1
148,Gedson Fernandes,14850000.0,24200000.0,Tottenham Hotspur,Midfielder - Central Midfield,Central Midfield,1,21.0,1.84,England,right,MRP.POSITIONUMBER,unknown,Premier League,1,30.06.2021,25,0,1,2,0,0,923,0,0,46,3,6,0,0,0,0,6,2757,Portugal,1
149,Ryan Sessegnon,27500000.0,38500000.0,Tottenham Hotspur,Midfielder - Left Midfield,Left Midfield,1,20.0,1.78,England,left,Unique Sports Management,Nike,Premier League,0,30.06.2025,12,1,1,1,0,0,772,0,0,38,2,1,0,0,0,0,6,2490,England,0
150,Dele Alli,70400000.0,110000000.0,Tottenham Hotspur,Midfielder - Attacking Midfield,Attacking Midfield,1,24.0,1.88,England,right,Base Soccer Agency Ltd,adidas,Premier League,0,30.06.2024,38,9,6,4,0,0,2772,0,0,38,7,5,0,0,0,0,8,2963,England,1
151,Heung-min Son,70400000.0,88000000.0,Tottenham Hotspur,Forward - Left Winger,Left Winger,1,28.0,1.84,England,both,Sports United GmbH,adidas,Premier League,0,30.06.2023,41,18,12,0,0,2,3174,0,0,48,20,5,0,1,0,0,10,3292,"Korea, South",0
152,Steven Bergwijn,30800000.0,38500000.0,Tottenham Hotspur,Forward - Left Winger,Left Winger,1,22.0,1.78,England,right,Muy Manero,adidas,Premier League,0,30.06.2025,45,9,14,8,0,0,3198,0,0,41,15,5,0,0,0,0,13,3517,Netherlands,1
153,Lucas Moura,35200000.0,44000000.0,Tottenham Hotspur,Forward - Right Winger,Right Winger,1,28.0,1.72,England,right,4ComM,adidas,Premier League,0,30.06.2024,47,7,5,3,0,0,3138,0,0,49,15,3,0,0,0,0,2,3172,Brazil,0
154,Erik Lamela,17600000.0,33000000.0,Tottenham Hotspur,Forward - Right Winger,Right Winger,1,28.0,1.84,England,left,M Sab,adidas,Premier League,0,30.06.2022,35,4,6,5,0,0,1659,0,0,33,6,6,0,0,0,0,3,1550,Argentina,1
155,Jack Clarke,5940000.0,6600000.0,Tottenham Hotspur,Forward - Right Winger,Right Winger,1,19.0,1.81,England,right,YMU Group,unknown,Premier League,0,30.06.2023,10,0,0,0,0,0,339,0,0,25,2,1,0,0,0,0,2,894,England,0
156,Harry Kane,132000000.0,165000000.0,Tottenham Hotspur,Forward - Centre-Forward,Centre-Forward,1,27.0,1.88,England,right,CK66,Nike,Premier League,0,30.06.2024,34,24,2,5,0,0,3040,0,0,40,24,6,0,0,0,0,6,3342,England,0
157,Bernd Leno,35200000.0,38500000.0,Arsenal FC,Goalkeeper,Goalkeeper,0,28.0,1.89,England,right,fair-sport GmbH,Puma,Premier League,0,30.06.2023,32,0,0,2,0,0,2860,41,9,36,0,0,0,0,45,9,0,3195,Germany,0
158,Emiliano MartÃ­nez,8800000.0,8800000.0,Arsenal FC,Goalkeeper,Goalkeeper,0,27.0,1.95,England,right,unknown,Puma,Premier League,0,30.06.2022,23,0,0,2,0,0,2030,24,9,20,0,2,0,0,24,6,0,1800,Argentina,0
160,Matt Macey,275000.0,550000.0,Arsenal FC,Goalkeeper,Goalkeeper,0,25.0,2.02,England,right,Midas Sports,unknown,Premier League,0,30.06.2021,8,0,0,0,0,0,720,14,0,38,0,0,0,0,70,5,0,3313,England,0
161,William Saliba,24750000.0,27500000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,1,19.0,1.92,England,right,ND SPORTS MANAGEMENT,unknown,Premier League,0,30.06.2024,17,0,0,1,0,0,1441,0,0,19,0,1,0,0,0,0,0,1546,France,1
162,Shkodran Mustafi,16500000.0,33000000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,1,28.0,1.84,England,right,SBE Management AG,Nike,Premier League,0,30.06.2021,27,1,1,6,0,0,2253,0,0,40,3,9,0,0,0,0,0,3333,Germany,1
163,Calum Chambers,15950000.0,19800000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,1,25.0,1.82,England,right,Relatives,Nike,Premier League,0,30.06.2022,18,1,4,6,0,0,1384,0,0,33,2,9,0,0,0,0,0,2766,England,0
164,Rob Holding,10450000.0,13200000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,1,24.0,1.88,England,right,Stellar Football Ltd,Nike,Premier League,0,30.06.2023,23,1,0,3,0,0,1609,0,0,16,0,4,0,0,0,0,0,1317,England,0
165,Sokratis,8800000.0,30800000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,1,32.0,1.86,England,right,Konstantinos Farras,adidas,Premier League,0,30.06.2021,29,3,0,6,0,0,2325,0,0,40,3,12,1,0,0,0,2,3375,Greece,0
166,David Luiz,8800000.0,33000000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,1,33.0,1.89,England,right,Bertolucci Sports,adidas,Premier League,0,30.06.2021,43,2,1,5,0,2,3644,0,0,50,3,5,0,0,0,0,2,4339,Brazil,1
167,Pablo MarÃ­,5280000.0,6600000.0,Arsenal FC,Defender - Centre-Back,Centre-Back,0,26.0,1.93,England,left,AC Talent,adidas,Premier League,0,30.06.2024,7,0,0,1,0,0,504,0,0,66,5,14,1,0,0,0,1,5777,Spain,0
168,Kieran Tierney,30800000.0,30800000.0,Arsenal FC,Defender - Left-Back,Left-Back,1,23.0,1.8,England,left,Stellar Football Ltd,adidas,Premier League,0,30.06.2024,25,1,4,3,0,0,1769,0,0,40,1,2,0,0,0,0,6,3429,Scotland,1
169,Sead Kolasinac,17600000.0,22000000.0,Arsenal FC,Defender - Left-Back,Left-Back,1,27.0,1.83,England,left,ISMG International,adidas,Premier League,0,30.06.2022,32,0,2,7,0,0,2044,0,0,36,0,8,0,0,0,0,9,2789,Bosnia-Herzegovina,1
170,HÃ©ctor BellerÃ­n,35200000.0,44000000.0,Arsenal FC,Defender - Right-Back,Right-Back,1,25.0,1.78,England,right,Goal Management,Puma,Premier League,0,30.06.2023,25,1,2,3,0,0,1949,0,0,19,0,3,0,0,0,0,5,1533,Spain,0
171,Ainsley Maitland-Niles,15950000.0,19800000.0,Arsenal FC,Defender - Right-Back,Right-Back,1,22.0,1.8,England,right,Colossal Sports Management,Nike,Premier League,0,30.06.2023,33,1,2,4,1,0,2076,0,0,31,2,1,1,0,0,0,3,2188,England,0
172,CÃ©dric Soares,8800000.0,16500000.0,Arsenal FC,Defender - Right-Back,Right-Back,1,28.0,1.71,England,right,unknown,unknown,Premier League,0,30.06.2024,24,2,1,1,0,0,1754,0,0,31,1,6,0,0,0,0,4,2349,Portugal,1
173,Lucas Torreira,33000000.0,60500000.0,Arsenal FC,Midfielder - Defensive Midfield,Defensive Midfield,1,24.0,1.66,England,right,Oscar Bentancourt,unknown,Premier League,0,30.06.2023,39,2,1,7,0,0,2041,0,0,50,2,7,0,1,0,0,5,3219,Uruguay,1
174,Granit Xhaka,26400000.0,55000000.0,Arsenal FC,Midfielder - Defensive Midfield,Defensive Midfield,1,27.0,1.86,England,left,Signature - ISCM AG,Under Armour,Premier League,0,30.06.2023,41,1,2,13,0,0,3433,0,0,40,4,13,0,0,0,0,5,3441,Switzerland,0
175,Mohamed Elneny,5500000.0,11000000.0,Arsenal FC,Midfielder - Defensive Midfield,Defensive Midfield,1,28.0,1.79,England,right,Base Soccer Agency Ltd,adidas,Premier League,0,30.06.2022,36,1,4,9,0,1,3064,0,0,17,0,0,0,0,0,0,1,1013,Egypt,0
176,MattÃ©o Guendouzi,35200000.0,55000000.0,Arsenal FC,Midfielder - Central Midfield,Central Midfield,1,21.0,1.85,England,right,NABE M&C,adidas,Premier League,0,30.06.2022,34,0,3,8,0,0,2377,0,0,48,1,12,1,0,0,0,2,3040,France,1
177,Joe Willock,17600000.0,19800000.0,Arsenal FC,Midfielder - Central Midfield,Central Midfield,1,21.0,1.86,England,right,unknown,adidas,Premier League,0,30.06.2023,44,5,1,4,0,0,1855,0,0,20,12,2,0,0,0,0,2,1551,England,1
178,Mesut Ãzil,13200000.0,55000000.0,Arsenal FC,Midfielder - Attacking Midfield,Attacking Midfield,1,31.0,1.8,England,left,Family & Football,adidas,Premier League,0,30.06.2021,23,1,3,1,0,0,1812,0,0,35,6,3,0,0,0,0,3,2420,Germany,0
179,Bukayo Saka,38500000.0,38500000.0,Arsenal FC,Forward - Left Winger,Left Winger,1,18.0,1.78,England,left,Elite Project Group Ltd,unknown,Premier League,0,30.06.2024,39,4,11,7,0,0,2767,0,0,34,14,0,0,0,0,0,12,2189,England,1
180,Gabriel Martinelli,27500000.0,30800000.0,Arsenal FC,Forward - Left Winger,Left Winger,1,19.0,1.8,England,right,TFM Agency,adidas,Premier League,0,30.06.2024,26,10,4,2,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,Brazil,1
181,Nicolas PÃ©pÃ©,49500000.0,82500000.0,Arsenal FC,Forward - Right Winger,Right Winger,1,25.0,1.83,England,left,unknown,Nike,Premier League,0,30.06.2024,42,8,10,4,0,0,2717,0,0,41,23,1,0,0,0,0,12,3537,Cote d'Ivoire,1
182,Willian,24750000.0,55000000.0,Arsenal FC,Forward - Right Winger,Right Winger,1,32.0,1.75,England,right,Sports Invest UK ltd,Nike,Premier League,0,30.06.2023,47,11,9,4,0,0,3365,0,0,56,8,2,0,0,0,0,14,3533,Brazil,0
183,Reiss Nelson,13750000.0,18700000.0,Arsenal FC,Forward - Right Winger,Right Winger,1,20.0,1.75,England,right,Elite Project Group Ltd,adidas,Premier League,0,30.06.2023,24,3,3,2,0,0,1131,0,0,31,8,0,0,0,0,0,1,953,England,1
184,Pierre-Emerick Aubameyang,61600000.0,82500000.0,Arsenal FC,Forward - Centre-Forward,Centre-Forward,1,31.0,1.87,England,right,Relatives,Nike,Premier League,0,30.06.2021,44,29,3,3,0,1,3725,0,0,51,31,1,0,0,0,0,8,3859,Gabon,1
185,Alexandre Lacazette,52800000.0,77000000.0,Arsenal FC,Forward - Centre-Forward,Centre-Forward,1,29.0,1.76,England,right,score agencies,Nike,Premier League,0,30.06.2022,39,12,7,9,0,0,2581,0,0,49,19,4,0,1,0,0,13,3327,France,1
186,Eddie Nketiah,16500000.0,16500000.0,Arsenal FC,Forward - Centre-Forward,Centre-Forward,1,21.0,1.8,England,right,Elite Project Group Ltd,Nike,Premier League,0,30.06.2022,36,9,1,2,0,1,1507,0,0,20,11,0,0,0,0,0,4,1236,England,1
187,Kasper Schmeichel,10450000.0,13200000.0,Leicester City,Goalkeeper,Goalkeeper,0,33.0,1.89,England,right,P&P Sport Management S.A.M.,New Balance,Premier League,0,30.06.2023,44,0,0,2,0,0,3960,48,14,38,0,3,0,0,48,10,0,3420,Denmark,0
188,Danny Ward,7150000.0,11000000.0,Leicester City,Goalkeeper,Goalkeeper,0,27.0,1.91,England,right,Stellar Football Ltd,Nike,Premier League,0,30.06.2022,4,0,0,0,0,0,360,1,3,5,0,0,0,0,3,3,0,450,Wales,0
189,Eldin Jakupovic,660000.0,1650000.0,Leicester City,Goalkeeper,Goalkeeper,0,35.0,1.91,England,right,HSD,unknown,Premier League,0,30.06.2021,4,0,0,0,0,0,360,3,1,4,0,0,0,0,6,1,0,360,Switzerland,1
190,Caglar SÃ¶yÃ¼ncÃ¼,44000000.0,44000000.0,Leicester City,Defender - Centre-Back,Centre-Back,0,24.0,1.87,England,right,arena11 sports group,Nike,Premier League,0,30.06.2023,42,1,1,8,0,1,3649,0,0,11,0,2,0,0,0,0,0,804,Turkey,0
191,Jonny Evans,13200000.0,16500000.0,Leicester City,Defender - Centre-Back,Centre-Back,1,32.0,1.88,England,both,not clarified,Nike,Premier League,0,30.06.2021,46,2,2,8,0,1,4049,0,0,28,1,4,0,0,0,0,0,2355,Northern Ireland,0
192,Filip Benkovic,7700000.0,12100000.0,Leicester City,Defender - Centre-Back,Centre-Back,0,23.0,1.94,England,right,Relatives,unknown,Premier League,0,30.06.2023,20,2,0,6,0,0,1472,0,0,30,2,4,0,0,0,0,1,2284,Croatia,0
193,Wes Morgan,1320000.0,3850000.0,Leicester City,Defender - Centre-Back,Centre-Back,0,36.0,1.85,England,right,unknown,Nike,Premier League,0,30.06.2021,17,0,0,1,0,0,872,0,0,25,3,2,2,0,0,0,0,2168,Jamaica,1
194,Ben Chilwell,44000000.0,55000000.0,Leicester City,Defender - Left-Back,Left-Back,1,23.0,1.78,England,left,Stellar Football Ltd,Nike,Premier League,0,30.06.2024,33,3,4,3,0,0,2915,0,0,36,0,4,0,0,0,0,5,3240,England,0
195,Christian Fuchs,1760000.0,8250000.0,Leicester City,Defender - Left-Back,Left-Back,1,34.0,1.87,England,left,GRASS IS GREEN,Puma,Premier League,0,30.06.2021,17,0,0,0,0,0,1243,0,0,8,1,0,0,0,0,0,1,656,Austria,0
197,Ricardo Pereira,35200000.0,44000000.0,Leicester City,Defender - Right-Back,Right-Back,1,26.0,1.75,England,right,Gestifute,Nike,Premier League,0,30.06.2023,33,4,3,1,0,0,2970,0,0,37,2,7,0,0,0,0,7,3224,Portugal,1
198,James Justin,6600000.0,6600000.0,Leicester City,Defender - Right-Back,Right-Back,1,22.0,1.83,England,right,Stellar Football Ltd,Nike,Premier League,0,30.06.2024,18,1,2,1,0,0,1460,0,0,52,3,1,0,0,0,0,9,3918,England,0
199,Wilfred Ndidi,49500000.0,49500000.0,Leicester City,Midfielder - Defensive Midfield,Defensive Midfield,1,23.0,1.83,England,right,firsteleven ISM,Nike,Premier League,0,30.06.2024,39,2,1,6,0,0,3096,0,0,40,2,8,0,0,0,0,1,3478,Nigeria,0
200,Hamza Choudhury,8800000.0,11000000.0,Leicester City,Midfielder - Defensive Midfield,Defensive Midfield,1,22.0,1.78,England,right,Midas Sports,unknown,Premier League,0,30.06.2023,29,1,1,3,1,0,1302,0,0,20,0,2,0,0,0,0,2,1510,England,1
201,Daniel Amartey,3850000.0,7700000.0,Leicester City,Midfielder - Defensive Midfield,Defensive Midfield,1,25.0,1.86,England,right,Pinhas Zahavi,Puma,Premier League,0,30.06.2022,1,0,0,0,0,0,90,0,0,10,0,2,0,0,0,0,0,730,Ghana,0
202,Youri Tielemans,48400000.0,60500000.0,Leicester City,Midfielder - Central Midfield,Central Midfield,1,23.0,1.76,England,right,Let's Play,Nike,Premier League,0,30.06.2023,44,5,8,2,0,0,3393,0,0,43,8,11,0,0,0,0,6,3676,Belgium,1
203,Dennis Praet,20900000.0,27500000.0,Leicester City,Midfielder - Central Midfield,Central Midfield,1,26.0,1.81,England,right,MARTIN RIHA,Nike,Premier League,0,30.06.2024,36,1,3,2,0,0,1805,0,0,37,2,7,0,0,0,0,3,3194,Belgium,0
204,Adrien Silva,8800000.0,27500000.0,Leicester City,Midfielder - Central Midfield,Central Midfield,1,31.0,1.75,England,right,Sportsantho,unknown,Premier League,0,30.06.2021,25,0,2,8,0,0,1404,0,0,20,0,6,0,0,0,0,1,1506,Portugal,1
